TestCopticChronology,testLeap_5_13,1,1,
TestEthiopicChronology,testLeap_5_13,1,1,
TestGJChronology,testLeap_28feb,1,1,
TestGJDate,test_plusYears_positiveToPositive,1,1,
TestConverterSet,testRemoveBadIndex1,1,1,
TestGJDate,test_plusWeekyears_positiveToZero_crossCutover,1,1,
TestGregorianChronology,testLeap_28feb,1,1,
TestIslamicChronology,testEpoch,0,0,0
TestIslamicChronology,test15BasedLeapYear,1,1,
TestISOChronology,testLeap_28feb,1,1,
TestJulianChronology,testLeap_28feb,1,1,
TestStringConverter,testGetDateTime5,1,1,
TestStringConverter,testSetIntoInterval_Object_Chronology4,0,0,
TestStringConverter,testSetIntoPeriod_Object2,1,1,
TestStringConverter,testGetDateTime3,1,1,
TestStringConverter,testGetDateTime1,1,1,
TestStringConverter,testSetIntoIntervalEx_Object_Chronology1,1,1,
TestStringConverter,testSetIntoInterval_Object_Chronology1,1,1,
TestBaseDateTimeField,test_add_long_int,0,0,
TestMillisDurationField,test_getMillis_int_long,0,0,
TestMillisDurationField,test_getMillis_int,0,0,
TestMillisDurationField,test_add_long_int,0,0,
TestOffsetDateTimeField,test_add_long_int,0,0,
TestPreciseDateTimeField,test_add_long_int,0,0,
TestPreciseDurationDateTimeField,test_add_long_int,0,0,
TestDateTimeFormat,testFormatParse_textMonthJanShortLowerCase_UK,1,1,
TestDateTimeFormat,testFormatParse_textYear_UK,1,1,
TestDateTimeFormat,testFormatParse_textEraAD_UK,1,1,
TestDateTimeFormat,testFormatParse_zoneId_noColon,1,1,
TestDateTimeFormat,testFormat_era,0,0,
TestDateTimeFormat,testFormat_other,1,1,
TestDateTimeFormat,testFormatParse_textMonthJanShort_France,1,1,
TestDateTimeFormat,testParse_pivotYear,1,1,
TestDateTimeFormat,testFormatParse_zoneId_noColon_parseZ,1,1,
TestDateTimeFormat,testFormat_dayOfWeekShortText,1,1,
TestDateTimeFormat,testFormat_centuryOfEra,1,1,
TestDateTimeFormatStyle,testForStyle_shortMediumDateTime,1,1,
TestDateTimeFormatter,testParseDateTime_zone,0,0,
TestDateTimeFormatter,testParseInto_monthOnly,1,1,
TestDateTimeFormatter,testParseMutableDateTime_zone,0,0,
TestDateTimeFormatter,testParseInto_monthDay_withDefaultYear_feb29,1,1,
TestDateTimeFormatter,testParseLocalDate_weekyear_month_week_2010,1,1,
TestDateTimeFormatterBuilder,test_printParseZoneDawson_suffix,1,1,
TestDateTimeFormatterBuilder,test_printParseZoneEtcGMT,1,1,
TestDateTimeFormatterBuilder,test_printParseZoneEtcGMT_suffix,1,1,
TestDateTimeFormatterBuilder,test_appendTimeZoneOffset_print_min1max1,1,1,
TestDateTimeFormatterBuilder,test_printParseZoneDawson,1,1,
TestDateTimeComparator,testHour,0,0,
TestISODateTimeFormat_Fields,testForFields_calBased_Y,1,1,
TestISOPeriodFormatParsing,testParseStandard1,1,0,
TestISOPeriodFormatParsing,testParseStandardFail1,1,1,
TestPeriodFormat,test_wordBased_fr_from_de,0,0,
TestPeriodFormat,test_wordBased_fr_parseTwoFields,0,0,
TestPeriodFormat,test_wordBased_fr_formatTwoFields,0,0,
TestPeriodFormat,test_wordBased_fr_cached,0,0,
TestPeriodFormat,test_wordBased_fr_formatStandard,0,0,
TestPeriodFormat,test_wordBased_ja_checkRedundantSeparator,0,0,
TestPeriodFormat,test_wordBased_fr_parseOneField,0,0,
TestPeriodFormat,test_wordBased_fr_FormatOneField,0,0,
TestPeriodFormatParsing,testParseNegativeMillis1,1,1,
TestPeriodFormatterBuilder,testFormatPrefixSimple5IgnoringPrefix,1,1,
TestTextFields,testMonthNames_monthStart,1,1,
TestDateMidnight_Basics,testWithFieldAdded2,1,1,
TestDateMidnight_Constructors,testConstructor_long1_DateTimeZone,0,0,
TestDateMidnight_Constructors,testConstructor_long1,0,0,
TestDateMidnight_Constructors,testConstructor_long1_Chronology,0,0,
TestDateMidnight_Constructors,testConstructor_badconverterObject_DateTimeZone,1,1,
TestDateMidnight_Properties,testPropertyAddMonthOfYear,0,0,
TestDateTime_Basics,testWithDate_int_int_int_toDST1,1,1,
TestDateTime_Basics,testWithFieldAdded2,1,1,
TestDateTime_Constructors,testConstructor_long1,0,0,
TestDateTime_Constructors,testConstructor_long1_Chronology,0,0,
TestDateTime_Constructors,testConstructor_long1_DateTimeZone,0,0,
TestDateTime_Constructors,testConstructor_ObjectStringEx1,1,1,
TestDateTime_Constructors,testConstructor_ObjectString1,1,1,
TestDateTime_Constructors,testConstructor_badconverterObject_DateTimeZone,1,1,
TestDateTimeComparator,testListSecond,1,1,
TestDateTimeComparator,testSecond,1,1,
TestDateTimeZone,testPatchedNameKeysLondon,1,1,
TestDateTimeZone,testGetOffset_RI,1,1,
TestDateTimeZone,testGetOffset_long,1,1,
TestDateTimeZone,testIsLocalDateTimeGap_Berlin,1,1,
TestDateTimeZoneCutover,testWithMillisOfSecondInDstChange_Paris_summer,1,1,
TestDateTimeZoneCutover,test_DateTime_addWrapFieldDay_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_roundFloor_minute_NewYork_Spring_preCutover,0,0,
TestDateTimeZoneCutover,testBug3476684_adjustOffset,1,1,
TestDateTimeZoneCutover,test_DateTime_minusDay_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_constructor_NewYork_Autumn,0,0,
TestDateTimeZoneCutover,test_LocalDate_toDateMidnight_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_new_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_setHourAcross_NewYork_Spring,0,0,
TestDateTimeZoneCutover,test_DateTime_roundFloor_hour_NewYork_Spring_preCutover,0,0,
TestDateTimeZoneCutover,test_DateTime_roundFloor_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_roundCeiling_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_plusHour_NewYork_Autumn,0,0,
TestDateTimeZoneCutover,test_MockGazaIsCorrect,0,0,
TestDateTimeZoneCutover,testBug2182444_usCentral,1,1,
TestDateTimeZoneCutover,test_DateTime_roundCeiling_minute_NewYork_Spring_preCutover,0,0,
TestDateTimeZoneCutover,test_DateTime_minusHour_Gaza,0,0,
TestDateTimeZoneCutover,testDateTimeCreation_athens,0,0,
TestDateTimeZoneCutover,test_DateTime_parse_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_withDay_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_roundCeiling_hour_NewYork_Spring_preCutover,0,0,
TestDateTimeZoneCutover,test_DateTime_plusHour_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_minusHour_NewYork_Autumn,0,0,
TestDateTimeZoneCutover,test_DateTime_setHourZero_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_withHourZero_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_withZoneRetainFields_Gaza,0,0,
TestDateTimeZoneCutover,test_MutableDateTime_withZoneRetainFields_Gaza,0,0,
TestDateTimeZoneCutover,test_LocalDate_new_Gaza,0,0,
TestDateTimeZoneCutover,test_DateTime_plusDay_Gaza,0,0,
TestDateTimeZoneCutover,test_getOffsetFromLocal_NewYork_Spring,0,0,
TestDuration_Basics,testNegated_long1,1,1,
TestDuration_Basics,testWithDurationAdded_long_int4,1,1,
TestDuration_Basics,testWithDurationAdded_long_int1,1,1,
TestDuration_Basics,testWithDurationAdded_RD_int4,1,1,
TestDuration_Basics,testDividedByRoundingMode_long1,1,1,
TestDuration_Basics,testWithDurationAdded_RD_int1,1,1,
TestInstant_Constructors,testConstructor_long1,0,0,
TestInterval_Basics,testEqualsHashCodeLenient,1,1,
TestInterval_Constructors,testParse_noOffsetInString,1,1,
TestInterval_Constructors,testParseWithOffset_noOffsetInString,0,0,
TestLocalDate_Basics,testToDate_springDST,1,1,
TestLocalDate_Basics,testToDateTime_LocalTime_Zone_dstOverlap,1,1,
TestLocalDate_Basics,testToDate_summer,1,1,
TestLocalDate_Basics,testWithFieldAdded_DurationFieldType_int_2,1,1,
TestLocalDate_Constructors,testFactory_fromDateFields_beforeYearZero1,1,1,
TestLocalDate_Constructors,testFactory_fromCalendarFields_beforeYearZero1,1,1,
TestLocalDate_Constructors,testFactory_fromCalendarFields_beforeYearZero1,1,1,
TestLocalDate_Constructors,testFactory_fromDateFields_beforeYearZero1,1,1,
TestLocalDate_Constructors,testConstructor_long3_DateTimeZone,1,1,
TestLocalDate_Constructors,testFactory_fromDateFields_after1970,1,1,
TestLocalDate_Constructors,testConstructor_ObjectStringEx1,1,1,
TestLocalDate_Constructors,testConstructor_long1_Chronology,0,0,
TestLocalDate_Constructors,testConstructor_ObjectString1,1,1,
TestLocalDate_Constructors,testConstructor_long1,0,0,
TestLocalDateTime_Basics,testToDate_springDST,1,1,
TestLocalDateTime_Basics,testToDate_summer,1,1,
TestLocalDateTime_Basics,testToDate_summer_Zone,1,1,
TestLocalDateTime_Basics,testToDateTime_Zone_dstOverlap,0,0,
TestLocalDateTime_Basics,testToDate_springDST_Zone,1,1,
TestLocalDateTime_Basics,testWithFieldAdded_DurationFieldType_int_2,1,1,
TestLocalDateTime_Constructors,testConstructor_long1_Chronology,0,0,
TestLocalDateTime_Constructors,testConstructor_Object_DateTimeZoneMoscow,1,1,
TestLocalDateTime_Constructors,testConstructor_ObjectString1,1,1,
TestLocalDateTime_Constructors,testConstructor_long1,0,0,
TestLocalDateTime_Constructors,testConstructor_ObjectStringEx1,1,1,
TestLocalDateTime_Constructors,testConstructor_Object_ChronologyMoscow,1,1,
TestLocalDateTime_Constructors,testFactory_fromDateFields_after1970,1,1,
TestLocalDateTime_Constructors,testConstructor_long1_DateTimeZone,0,0,
TestLocalTime_Basics,testWithFieldAdded_DurationFieldType_int_7,1,1,
TestLocalTime_Basics,testWithFieldAdded_DurationFieldType_int_2,1,1,
TestLocalTime_Basics,testWithFieldAdded_DurationFieldType_int_1,1,1,
TestLocalTime_Constructors,testConstructor_ObjectString1Tokyo,0,0,
TestLocalTime_Constructors,testConstructor_long1_Chronology,0,0,
TestLocalTime_Constructors,testConstructor_ObjectString_DateTimeZoneTokyo,0,0,
TestLocalTime_Constructors,testConstructor_long1,0,0,
TestLocalTime_Constructors,testFactory_FromDateFields_after1970,1,1,
TestLocalTime_Constructors,testConstructor_ObjectString1,1,1,
TestLocalTime_Constructors,testConstructor_ObjectStringEx1,1,1,
TestMinMaxLong,testPrintParseMax,1,1,
TestMonthDay_Basics,testPlusDays_int_toLeap,1,1,
TestMonthDay_Basics,testMinusDays_int_toLeap,1,1,
TestMonthDay_Basics,testPlusMonths_int_wrap,1,1,
TestMonthDay_Basics,testPlusMonths_int_fromLeap,1,1,
TestMonthDay_Basics,testMinusMonths_int_fromLeap,1,1,
TestMonthDay_Basics,testMinusMonths_int_wrap,1,1,
TestMonthDay_Basics,testWithFieldAdded_nullField_zero,1,1,
TestMonthDay_Basics,testPlusDays_int_wrapMonth,1,1,
TestMonthDay_Basics,testMinusDays_int_wrapMonth,1,1,
TestMonthDay_Constructors,testConstructor_ObjectStringEx1,1,1,
TestMonthDay_Constructors,testConstructor_ObjectString1,1,1,
TestMonthDay_Constructors,testConstructor_long1,0,0,
TestMonthDay_Constructors,testConstructor_long1_Chronology,0,0,
TestMutableDateTime_Adds,testAdd_DurationFieldType_int2,1,1,
TestMutableDateTime_Basics,testRounding3,1,1,
TestMutableDateTime_Constructors,testConstructor_badconverterObject_DateTimeZone,1,1,
TestMutableDateTime_Constructors,testConstructor_long1,0,0,
TestMutableDateTime_Constructors,testConstructor_long1_DateTimeZone,0,0,
TestMutableDateTime_Constructors,testConstructor_long1_Chronology,0,0,
TestMutableDateTime_Properties,testPropertyAddDayOfWeek,0,0,
TestMutableDateTime_Sets,testSetDate_RI_same,1,1,
TestMutablePeriod_Constructors,testConstructor_RI_RI1,1,1,
TestMutablePeriod_Constructors,testConstructor_long_long1,1,1,
TestMutablePeriod_Updates,testSetPeriod_long_long1,1,1,
TestMutablePeriod_Updates,testSetPeriod_RI_RI1,1,1,
TestMutablePeriod_Updates,testSetPeriod_8ints1,1,1,
TestMutablePeriod_Updates,testSetPeriod_RP1,1,1,
TestPartial_Basics,testWithFieldAddWrapped7,1,1,
TestPartial_Basics,testWithFieldAdded7,1,1,
TestPartial_Basics,testWithFieldAddWrapped2,1,1,
TestPartial_Basics,testWithFieldAddWrapped1,1,1,
TestPartial_Basics,testWithFieldAdded2,1,1,
TestPeriod_Basics,testNormalizedStandard_periodType_yearMonth1,1,1,
TestPeriod_Basics,testNormalizedStandard_yearMonth1,1,1,
TestPeriod_Basics,testNormalizedStandard_periodType_months1,1,1,
TestPeriod_Basics,testNormalizedStandard_periodType_yearMonthWeekDay,1,1,
TestPeriod_Constructors,testConstructor_trickyDifferences_LD_LD_toFeb_standardYear,1,1,
TestPeriod_Constructors,testConstructor_RP_RP1,1,1,
TestPeriod_Constructors,testConstructor_long_long1,1,1,
TestPeriod_Constructors,testConstructor_RI_RI1,1,1,
TestPeriod_Constructors,testConstructor_RP_RP4,1,1,
TestPeriod_Constructors,testConstructor_trickyDifferences_RI_RI_toFeb_standardYear,1,1,
TestStringConvert,testMonthDay,0,0,
TestTimeOfDay_Basics,testWithFieldAdded7,1,1,
TestTimeOfDay_Basics,testWithFieldAdded1,1,1,
TestTimeOfDay_Basics,testWithFieldAdded2,1,1,
TestTimeOfDay_Constructors,testConstructor_ObjectString1,1,1,
TestTimeOfDay_Constructors,testConstructor_ObjectString2,1,1,
TestTimeOfDay_Constructors,testFactory_FromDateFields_after1970,1,1,
TestTimeOfDay_Constructors,testConstructor_ObjectStringEx1,1,1,
TestTimeOfDay_Constructors,testConstructor_long1,0,0,
TestTimeOfDay_Constructors,testConstructor_long1_Chronology,0,0,
TestYearMonth_Basics,testWithFieldAdded_nullField_zero,1,1,
TestYearMonth_Constructors,testConstructor_long1,0,0,
TestYearMonth_Constructors,testConstructor_long1_Chronology,0,0,
TestYearMonth_Constructors,testConstructor_ObjectString1,1,1,
TestYearMonth_Constructors,testConstructor_ObjectStringEx1,1,1,
TestYearMonthDay_Basics,testWithFieldAdded2,1,1,
TestYearMonthDay_Constructors,testConstructor_ObjectString1,1,1,
TestYearMonthDay_Constructors,testConstructor_ObjectStringEx1,1,1,
TestYearMonthDay_Constructors,testConstructor_long1_Chronology,0,0,
TestYearMonthDay_Constructors,testConstructor_long1,0,0,
TestCompiler,test_Amman_2003,1,1,
TestCompiler,testCompileOnBrokenTimeZoneFile,0,0,
TestCompiler,test_2400_fromDay,1,1,
TestFixedDateTimeZone,testToTimeZone1,1,1,
